ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A95,Do not blame users for misconfigurations,Include,2013,Include,Exclude,Include,FALSE,"The paper investigates misconfigurations that occur in running/production server software (e.g., Apache, MySQL, PostgreSQL, OpenLDAP, Squid, and a commercial Storage-A) and documents runtime symptoms reported by users/operators (crashes, hangs, silent failures). It targets post-deployment handling by providing tools that help developers/operators detect, diagnose, and harden live systems against configuration-induced faults in real configuration files and running instances.",SOSP,ACM Symposium on Operating Systems Principles,Tianyin Xu; Jiaqi Zhang; Peng Huang; Jing Zheng; Tianwei Sheng; Ding Yuan; Yuanyuan Zhou; Shankar Pasupathy
A96,Constraints: The Core of Supporting Automated Product Configuration of Cyber-Physical Systems,Exclude,2013,Exclude,Exclude,,TRUE,"The paper focuses on product-line engineering and automated configuration of cyber-physical systems, classifying constraints to enable automated decision inference, consistency checking and decision ordering during configuration by stakeholders; it addresses design-time/engineering configuration of product variants rather than diagnosing or repairing misconfigurations in deployed/running systems by operators.",SOSYM,Software and Systems Modeling,Kunming Nie; Tao Yue; Shaukat Ali; Li Zhang; Zhiqiang Fan
A97,The Impact of Classifier Configuration and Classifier Combination on Bug Localization,Exclude,2013,Exclude,Exclude,,TRUE,"The paper investigates bug localization used by developers operating on bug reports and source code artifacts (actors: developers; artifacts: source files and bug-tracking data), not operators troubleshooting live system configuration files. It focuses on classifier parameter tuning and ensemble methods for locating source code to fix bugs rather than post-deployment misconfiguration detection, diagnosis, or repair in running systems.",TSE,IEEE Transactions on Software Engineering,Stephen W. Thomas; Meiyappan Nagappan; Dorothea Blostein; Ahmed E. Hassan
A98,EnCore: exploiting system environment and correlation information for misconfiguration detection,Include,2014,Include,Include,,TRUE,"The paper explicitly targets post-deployment, operational misconfiguration detection by learning rules from configured system images and runtime environment metadata (Amazon EC2 public images and private cloud VM images) and by checking target systems; it is clearly aimed at operators/sysadmins working with real config files and system environment artifacts. The tool analyzes running/configured systems (file-system metadata, OS/service state) to detect, localize and rank misconfigurations in production-like images.",ASPLOS,Architectural Support for Programming Languages and Operating Systems,Jiaqi Zhang; Lakshminarayanan Renganarayana; Xiaolan Zhang; Niyu Ge; Vasanth Bala; Tianyin Xu; Yuanyuan Zhou
A99,High-performance fractal coherence,Exclude,2014,Exclude,Exclude,,TRUE,The paper proposes a hardware architecture technique for high-performance fractal coherence. It is a computer architecture study unrelated to software misconfiguration diagnosis or repair.,ASPLOS,Architectural Support for Programming Languages and Operating Systems,Gwendolyn Voskuilen; T. N. Vijaykumar
A100,Toward automated feature model configuration with optimizing non-functional requirements,Exclude,2014,Exclude,Exclude,,TRUE,"The paper studies feature-model conÔ¨Åguration in software product lines during application engineering, where application engineers select features from variability models to derive a product prior to deployment; it is a design-time/configuration task on feature models (artifact) rather than post-deployment troubleshooting of running systems or operational misconfigurations.",IST,Information and Software Technology,Mohsen Asadi; Samaneh Soltani; Dragan Gašević; Marek Hatala; Ebrahim Bagheri
A101,Evolving feature model configurations in software product lines,Exclude,2014,Exclude,Exclude,,TRUE,The paper addresses design-time/software-product-line configuration tasks performed by developers/SPL engineers using feature models and CSPs; it focuses on planning multi-step feature selections and feature-model drift (feature-model artifacts) rather than diagnosing or repairing misconfigurations in running/production systems.,JSS,Journal of Systems and Software,Jules White; José Á. Galindo; Tripti Saxena; Brian Dougherty; David Benavides; Douglas C. Schmidt
A102,End-user development by application-domain configuration,Exclude,2014,Exclude,Exclude,,TRUE,"The paper addresses pre-deployment application generation and tailoring via a two-phase configuration process involving domain experts (intermediary users) and end users, operating on domain models, XML artifacts and generator components rather than on running/operational systems. It therefore studies design-time configuration and end-user development activities, not post-deployment operator troubleshooting of misconfigurations in deployed services.",JSS,Journal of Systems and Software,Alistair?Sutcliffe? George Papamargaritis
A103,Dynamic decision models for staged software product line configuration,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on staged product-line configuration in the application engineering (design-time) phase, eliciting stakeholder preferences over feature models and building decision models; it operates on feature models and stakeholder interactions rather than on deployed/running systems or operator incident diagnosis. There is no evidence it studies post-deployment misconfiguration detection, localization, or repair by operators in operational environments.",RE,Requirements Engineering,Ebrahim Bagheri; Faezeh Ensan
A104,QoS contract preservation through dynamic reconfiguration: A formal semantics approach,Exclude,2014,Exclude,Exclude,,TRUE,The paper focuses on autonomic self-adaptation and dynamic reconfiguration of,SCP,Science of Computer Programming,Gabriel Tamura; Rubby Casallas; Anthony Cleve; Laurence Duchien
A105,Supporting Multiplicity and Hierarchy in Model-Based Configuration: Experiences and Lessons Learned,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on model-based variability and product configuration (pre-deployment), emphasizing variability models and a configuration tool that helps end users create and instantiate component instances; it does not study diagnosing or fixing misconfigurations in deployed/running systems or operational incidents.",SOSYM,Software and Systems Modeling,Rick Rabiser; Michael Vierhauser; Paul Grünbacher; Deepak Dhungana; Herwig Schreiner; Martin Lehofer
A106,Propagating Decisions to Detect and Explain Conflicts in a Multi-step Configuration Process,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on multi-stakeholder product configuration using Feature Models and Feature-Solution Graphs in a design-time/configuration process (architects and stakeholders selecting features), not on diagnosing or repairing misconfigurations in running/deployed systems or operational config files. It addresses conflicts among feature selections and model specialization rather than post-deployment troubleshooting by operators of live systems.",SOSYM,Software and Systems Modeling,Jaime Chavarriaga; Carlos Noguera; Rubby Casallas; Viviane Jonckers
A107,An MDA Approach for the Generation of Communication Adapters Integrating SW and FW Components from Simulink,Exclude,2014,Exclude,Exclude,,TRUE,"The paper proposes an MDA-based approach for generating communication adapters from Simulink models. It focuses on model-driven generation and integration of software and firmware components, not troubleshooting runtime configuration problems in deployed systems.",SOSYM,Software and Systems Modeling,Marco Di Natale; Francesco Chirico; Andrea Sindico; Alberto L. Sangiovanni-Vincentelli
A108,Architecture-Level Configuration of Large-Scale Embedded Software Systems,Exclude,2014,Exclude,Exclude,,TRUE,"The paper addresses architecture-level, model-based product configuration performed by configuration engineers using reference-architecture (SimPL/UML/OCL) models and constraint solving during product derivation (design-time). It focuses on creating and validating product configurations for integrated control systems, not on diagnosing, localizing, or repairing misconfigurations in deployed/running systems or supporting operators in post-deployment troubleshooting.",TOSEM,ACM Transactions on Software Engineering and Methodology,Razieh Behjati; Shiva Nejati; Lionel Briand
A109,iTree: efficiently discovering high-coverage configurations using interaction trees,Exclude,2014,Exclude,Exclude,,TRUE,"The paper is focused on developer-driven, pre-deployment testing: it repeatedly refers to \developers\""",TSE,International Conference on Software Engineering,Charles Song; Adam Porter; Jeffrey S. Foster
A110,Bypassing the Combinatorial Explosion: Using Similarity to Generate and Prioritize T-Wise Test Configurations for Software Product Lines,Exclude,2014,Exclude,Exclude,,TRUE,"The paper focuses on model-based, pre-deployment test configuration generation and prioritization from Feature Models for software product line testing; the actors are test engineers and the artifacts are feature models and test suites rather than runtime/production config files or operators performing post-deployment troubleshooting.",TSE,IEEE Transactions on Software Engineering,Christopher Henard; Mike Papadakis; Gilles Perrouin; Jacques Klein; Patrick Heymans; Yves Le Traon
A111,iTree: Efficiently Discovering High-Coverage Configurations Using Interaction Trees,Exclude,2014,Exclude,Exclude,,TRUE,The paper discovers high-coverage configurations for configurable systems using interaction trees. It addresses configuration sampling and testing of variability spaces rather than diagnosis or repair of real-world misconfigurations after deployment.,TSE,IEEE Transactions on Software Engineering,Charles Song; Adam Porter; Jeffrey S. Foster
A112,Green mining: a methodology of relating software change and configuration to power consumption,Exclude,2015,Exclude,Exclude,,TRUE,"The paper focuses on measuring and mining power consumption of running application versions and relating software change to energy use; it does not study post-deployment configuration failures or operator-led diagnosis/repair of misconfigurations. Actors are researchers/developers measuring runtime artifacts (binaries, commits, power traces), not operators troubleshooting deployed config files or runtime misconfigurations.",ESE,Empirical Software Engineering,Abram Hindle
A113,"Hey, you have given me too many knobs!: understanding and dealing with over-designed configuration in system software",Exclude,2015,Exclude,Exclude,,TRUE,"The paper empirically analyzes configuration in deployed, running system software by studying thousands of real customers' configuration settings for a commercial Storage-A system and hundreds of user-reported issues from Apache, MySQL and Hadoop; its actors are system administrators/operators and the artifacts are actual runtime configuration files. This demonstrates the work is squarely about post-deployment, operator-facing misconfiguration problems rather than design-time configuration modeling.",ESEC,European Software Engineering Conference (ESEC),Tianyin Xu; Long Jin; Xuepeng Fan; Yuanyuan Zhou; Shankar Pasupathy; Rukma Talwadker
A114,Query-based configuration of text retrieval solutions for software engineering tasks,Exclude,2015,Exclude,Exclude,,TRUE,"The paper focuses on configuring text-retrieval (TR) algorithms for software engineering tasks (feature and bug localization) using supervised learning over queries and source-code corpora; the actors are developers and the artifact is IR configuration for retrieval, not runtime system configuration or operator troubleshooting in deployed systems.",ESEC,European Software Engineering Conference (ESEC),Laura Moreno; Gabriele Bavota; Sonia Haiduc; Massimiliano Di Penta; Rocco Oliveto; Barbara Russo; Andrian Marcus
A115,Crowd debugging,Exclude,2015,Exclude,Exclude,,TRUE,The paper studies crowd debugging as a collaborative debugging paradigm. It addresses general bug diagnosis and developer support rather than troubleshooting configuration errors in deployed software systems.,ESEC,European Software Engineering Conference (ESEC),Fuxiang Chen; Sunghun Kim
A116,Information retrieval and spectrum based bug localization: better together,Exclude,2015,Exclude,Exclude,,TRUE,"The paper combines information retrieval and spectrum-based techniques for bug localization. It targets source-code fault localization, not diagnosis of software configuration errors in operational environments.",ESEC,European Software Engineering Conference (ESEC),Tien-Duy B. Le; Richard Jayadi Oentaryo; David Lo
A117,ConfValley: a systematic configuration validation framework for cloud services,Include,2015,Include,Exclude,Include,FALSE,"The paper focuses on post-deployment operational configuration validation in cloud services: it evaluates and runs on real Microsoft Azure configuration snapshots, supports interactive on-the-fly validation of production data, and is explicitly aimed at practitioners/operators (DevOps) managing deployed systems and running configurations.",EUROSYS,EuroSys European Conference on Computer Systems,Peng Huang; William J. Bolosky; Abhishek Singh; Yuanyuan Zhou
A118,Guaranteeing deadlines for inter-datacenter transfers,Exclude,2015,Exclude,Exclude,,TRUE,The paper guarantees deadlines for inter-datacenter transfers through network scheduling and resource management. It addresses performance and transfer scheduling rather than troubleshooting misconfigurations in deployed software.,EUROSYS,EuroSys European Conference on Computer Systems,Hong Zhang; Kai Chen; Wei Bai; Dongsu Han; Chen Tian; Hao Wang; Haibing Guan; Ming Zhang
A119,Proactive detection of inadequate diagnostic messages for software configuration errors,Exclude,2015,Exclude,Exclude,,TRUE,"The paper explicitly operates at development time and is aimed at software developers, proactively detecting inadequate diagnostic messages before deployment rather than supporting operators troubleshooting misconfigurations in running production systems; it mutates example configuration files, runs system tests on binaries, and reports findings to developers. The actor is developers and the stage is pre-deployment, so it does not focus on post-deployment operational troubleshooting by operators.",ISSTA,International Symposium on Software Testing and Analysis,Sai Zhang; Michael D. Ernst
A120,An analysis of patch plausibility and correctness for generate-and-validate patch generation systems,Exclude,2015,Exclude,Exclude,,TRUE,The paper analyzes the plausibility and correctness of automatically generated patches. It is a study of program repair quality rather than diagnosis or resolution of configuration-related failures.,ISSTA,International Symposium on Software Testing and Analysis,Zichao Qi; Fan Long; Sara Achour; Martin C. Rinard
A121,Achievement of minimized combinatorial test suite for configuration-aware software functional testing using the Cuckoo Search algorithm,Exclude,2015,Exclude,Exclude,,TRUE,"The paper studies configuration-aware functional test-case generation (pre-deployment testing of a software-under-test) and algorithms to minimize combinatorial test suites, focusing on testers and test-generation tools rather than operators diagnosing live systems. It centers on covering arrays and search-based generation for development/testing, not post-deployment troubleshooting of running configurations.",IST,Information and Software Technology,Bestoun S. Ahmed; Taib Sh. Abdulsamad; Moayad Yousif Potrus
A122,Supporting distributed product configuration by integrating heterogeneous variability modeling approaches,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses design-time/product-configuration in Software Product Line Engineering (domain engineering/application engineering) and integration of variability models; its actors are modelers/product-line engineers and the artifacts are variability models (feature models, OVM, decision models) and configuration services, not runtime/deployed system configurations or operators performing post-deployment troubleshooting in production.",IST,Information and Software Technology,José Á. Galindo; Deepak Dhungana; Rick Rabiser; David Benavides; Goetz Botterweck; Paul Grünbacher
A123,Practical minimization of pairwise-covering test configurations using constraint programming,Exclude,2015,Exclude,Exclude,,TRUE,"The paper focuses on generating minimized test configurations from feature models for validation/test engineers in a testing/continuous-integration context (pre-deployment), targeting feature-model artifacts and test-suite selection rather than diagnosing or repairing misconfigurations in running/deployed systems.",IST,Information and Software Technology,Aymeric Hervieu; Dusica Marijan; Arnaud Gotlieb; Benoît Baudry
A124,QoS prediction for dynamic reconfiguration of component based software systems,Exclude,2015,Exclude,Exclude,,TRUE,The paper focuses on predicting the Quality of Service (QoS,JSS,Journal of Systems and Software,Wei Li; William Guo
A125,A General Approach to Network Configuration Analysis,Exclude,2015,Exclude,Exclude,,TRUE,The paper targets operators troubleshooting network configuration errors in deployed/running networks: it derives the data plane from real device configuration files and environments and returns provenance that operators used to localize and fix misconfigurations; the evaluation was on two large university networks and operators confirmed and fixed many reported errors. Network is not in our scope.,NSDI,Symposium on Network System Design and Implementation,Ari Fogel; Stanley Fung; Luis Pedrosa; Meg Walraed-Sullivan; Ramesh Govindan; Ratul Mahajan; Todd D. Millstein
A126,Reasoning about software reconfigurations: The behavioural and structural perspectives,Exclude,2015,Exclude,Exclude,,TRUE,"The paper explicitly treats reconfiguration from a static, design-time perspective for the software architect and even states that the dynamic application at run-time is not addressed; it reasons about connector graphs and semantics rather than operator troubleshooting of running system configuration files.",SCP,Science of Computer Programming,Nuno Oliveira; Luís Soares Barbosa
A127,Holistic configuration management at Facebook,Exclude,2015,Exclude,Exclude,,TRUE,"The paper explicitly targets runtime/post-deployment configuration management: it describes tools (Configerator, Gatekeeper, MobileConfig) used by engineers/operators to make live config changes without redeploy, distribute configs to production servers and mobile devices, and handle production incidents and automated rollbacks.",SOSP,ACM Symposium on Operating Systems Principles,Chunqiang Tang; Thawan Kooburat; Pradeep Venkatachalam; Akshay Chander; Zhe Wen; Aravind Narayanan; Patrick Dowell; Robert Karl
A128,Failure sketching: a technique for automated root cause diagnosis of in-production failures,Exclude,2015,Exclude,Exclude,,TRUE,"The paper diagnoses in-production failures by generating failure sketches from execution behavior. It addresses general production failure diagnosis and root cause analysis, but it does not focus specifically on configuration errors or configuration artifacts as the object of troubleshooting.",SOSP,ACM Symposium on Operating Systems Principles,Baris Kasikci; Benjamin Schubert; Cristiano Pereira; Gilles Pokam; George Candea
A129,Dynamic Test Reconfiguration for Composite Web Services,Exclude,2015,Exclude,Exclude,,TRUE,The paper focuses on runtime testing and fault diagnosis of composite Web services in a,TSC,IEEE Transactions on Services Computing,Mark B. Cooray; James Hamlyn-Harris; Robert Merkel
A130,Where Do Configuration Constraints Stem From? An Extraction Approach and an Empirical Study,Exclude,2015,Exclude,Exclude,,TRUE,"The paper focuses on build-time variability and reverse-engineering variability models from code and build artifacts (C source, #IFDEFs, Makefiles), targeting developers and variability-model engineering rather than operators troubleshooting running/deployed systems. It analyzes static code-level constraints and developer rationale for model construction, not post-deployment misconfiguration diagnosis or repair by operators.",TSE,IEEE Transactions on Software Engineering,Sarah Nadi; Thorsten Berger; Christian Kästner; Krzysztof Czarnecki
A131,Range Fixes: Interactive Error Resolution for Software Configuration,Exclude,2015,Exclude,Exclude,,TRUE,"The paper addresses interactive error resolution during the configuration process (pre-deployment), focusing on users/operators of configurators and constraint-based configuration models (e.g., eCos CDL and Linux Kconfig), and explicitly states fixes are applied before the configuration 'becomes operational' rather than troubleshooting running systems.",TSE,IEEE Transactions on Software Engineering,Yingfei Xiong; Hansheng Zhang; Arnaud Hubaux; Steven She; Jie Wang; Krzysztof Czarnecki
A132,The effects of visualization and interaction techniques on feature model configuration,Exclude,2016,Exclude,Exclude,,TRUE,"The paper studies feature-model configuration in Software Product Line application engineering and is aimed at software developers configuring products from feature models (design-time/product-derivation). It focuses on visualizing feature trees and non-functional properties for developer comprehension and change tasks, not on diagnosing or repairing misconfigurations in running/production systems by operators.",ESE,Empirical Software Engineering,Mohsen Asadi; Samaneh Soltani; Dragan Gašević; Marek Hatala
A133,Extracting configuration parameter interactions using static analysis,Exclude,2016,Exclude,Exclude,,TRUE,The paper proposes a static analysis method to extract configuration parameter interactions in deployed,ICPC,IEEE International Conference on Program Comprehension,Chelsea A. Metcalf; Farhaan Fowze; Tuba Yavuz; José A. B. Fortes
A134,Approach for integrated modular avionics reconfiguration modelling and reliability analysis based on AADL,Exclude,2016,Exclude,Exclude,,TRUE,"The paper focuses on design-time modelling and reliability evaluation for integrated modular avionics using AADL to help system engineers/designers select configuration and reconfiguration strategies, not on post-deployment operator troubleshooting of live configuration faults. It operates on AADL models and computed CTMC/GSPN representations rather than studying operators diagnosing or fixing misconfigurations in running systems or real config files.",IETS,IET Software,Quan Zhang; Shihai Wang; Bin Liu
A135,Pattern based configuration generation for highly available COTS components based systems,Exclude,2016,Exclude,Exclude,,TRUE,"The paper addresses design-time generation and selection of AMF configurations by system designers (ETF prototypes, type stacks, configuration requirements) to meet availability goals, i.e., pre-deployment configuration design rather than post-deployment operator troubleshooting of running systems.",IST,Information and Software Technology,Parsa Pourali; Maria Toeroe; Ferhat Khendek
A136,Model-based incremental conformance checking to enable interactive product configuration,Exclude,2016,Exclude,Exclude,,TRUE,"The paper addresses model-based, pre-deployment interactive product configuration by configuration engineers using UML/SimPL models and OCL rules; it focuses on ensuring conformance during product derivation from product-line models rather than diagnosing or repairing misconfigurations in running/deployed systems.",IST,Information and Software Technology,Hong Lu; Tao Yue; Shaukat Ali; Li Zhang
A137,Self-adaptation in software-intensive cyber physical systems: From system goals to architecture configurations,Exclude,2016,Exclude,Exclude,,TRUE,The paper focuses on a design-time method (IRM-SA),JSS,Journal of Systems and Software,Ilias Gerostathopoulos; Tomáš Bureš; Petr Hnětynka; Jaroslav Keznikl; Michał Kit; František Plášil; Noël Plouzeau
A138,Achieving resilience in distributed software systems via self-reconfiguration,Exclude,2016,Exclude,Exclude,,TRUE,"The paper explicitly studies post-deployment/runtime autonomous self-reconfiguration for deployed mobile cyber-physical systems: it describes monitors that detect failures, a Resilience Engine that computes new component-to-node configuration points, and Deployment Managers that enact changes on running nodes using a distributed database (i.e., artifacts and actors are runtime operators and running system configs).",JSS,Journal of Systems and Software,Subhav Pradhan; Abhishek Dubey; Tihamér Levendovszky; Pranav Kumar; William Emfinger; Daniel Balasubramanian; William R. Otte; Gábor Karsai
A139,Safe reconfiguration of Coqcots and Pycots components,Exclude,2016,Exclude,Exclude,,TRUE,"The paper explicitly targets post-deployment dynamic reconfiguration of running component-based systems: it introspects a live Pycots execution, generates a Coq (Coqcots) model of the running architecture, and extracts Python reconÔ¨Åguration scripts to be applied to the executing system. Actors are operators/developers performing runtime updates (\reconÔ¨Åguration developer\"" and the Pycots manager)",JSS,Journal of Systems and Software,BuissonJérémy; DagnatFabien; LerouxElena; MartinezSbastien
A140,Robust and reliable reconfiguration of cloud applications,Exclude,2016,Exclude,Exclude,,TRUE,"The paper focuses on post-deployment runtime reconfiguration of deployed cloud applications: VM managers and a cloud manager perform start/stop, bind/unbind, and failure recovery on running VMs and components. It explicitly treats operator-level runtime actions and VM failures in operational systems, not design-time configuration.",JSS,Journal of Systems and Software,Francisco Durán; Gwen Salaün
A141,Scalable and efficient configuration of time-division multiplexed resources,Exclude,2016,Exclude,Exclude,,TRUE,"The paper addresses TDM schedule configuration as a design-time optimization for multi-core/memory arbiters, repeatedly stating the goal is to avoid impacting design time and to be used in design-space exploration; the actors are system designers/automation tools (ILP/heuristics) and the artifacts are TDM schedules/ILP models rather than runtime configuration files or operator troubleshooting in deployed systems.",JSS,Journal of Systems and Software,Anna Minaeva; Přemysl Šůcha; Benny Åkesson; Zdeněk Hanzálek
A142,Safe reconfiguration of Coqcots and Pycots components,Exclude,2016,Exclude,Exclude,,TRUE,"The paper explicitly targets post-deployment dynamic reconfiguration of running component-based systems: it introspects a live Pycots execution, generates a Coq (Coqcots) model of the running architecture, and extracts Python reconÔ¨Åguration scripts to be applied to the executing system. Actors are operators/developers performing runtime updates (\reconÔ¨Åguration developer\"" and the Pycots manager)",JSS,Journal of Systems and Software,Jérémy Buisson; Fabien Dagnat; Elena Leroux; Sébastien Martinez
A143,Early Detection of Configuration Errors to Reduce Failure Damage,Include,2016,Include,Include,,TRUE,"The paper empirically studies latent configuration errors in deployed/running systems (HDFS, YARN, HBase, Apache, MySQL, Squid) and focuses on the operational initialization/runtime stage by generating checkers invoked at system startup to prevent production incidents; it targets the operator/sysadmin use case of detecting and fixing misconfigurations that manifest during execution.",OSDI,USENIX Symposium on Operating Systems Design and Implementation,Tianyin Xu; Xinxin Jin; Peng Huang; Yuanyuan Zhou; Shan Lu; Long Jin; Shankar Pasupathy
A144,Formal design of dynamic reconfiguration protocol for cloud applications,Exclude,2016,Exclude,Exclude,,TRUE,"The paper focuses on runtime/post-deployment management of deployed cloud applications: it describes agents running on VMs, a reconÔ¨Åguration manager, and a publish-subscribe system that handle start/stop/bind/unbind operations and detect/repair VM failures in operational systems.",SCP,Science of Computer Programming,R. Abid; Gwen Salaün; Noël De Palma
A145,Dynamic Job Ordering and Slot Configurations for MapReduce Workloads,Exclude,2016,Exclude,Exclude,,TRUE,The paper focuses on performance optimization (scheduling and resource slot allocation) for Map,TSC,IEEE Transactions on Services Computing,Shanjiang Tang; Bu-Sung Lee; Bingsheng He
A146,A Configuration-Independent Score-Based Benchmark for Distributed Databases,Exclude,2016,Exclude,Exclude,,TRUE,"The paper is about a pre-deployment benchmarking and selection methodology for distributed databases involving actors such as database providers, independent database experts, and prospective users, which indicates a procurement/selection context rather than operational troubleshooting. It focuses on evaluating and ranking databases (SQL and NoSQL) using predefined profiles and expert-derived weights, not on diagnosing, localizing, or repairing misconfigurations in running systems.",TSC,IEEE Transactions on Services Computing,Claudio A. Ardagna; Ernesto Damiani; Fulvio Frati; Davide Rebeccani
A147,Finding near-optimal configurations in product lines by random sampling,Exclude,2017,Exclude,Exclude,,TRUE,The paper studies Software Product Line feature-model configuration spaces and proposes BDD-based true random sampling and a Statistical Recursive Searching algorithm to find high-performance feature selections; this is a design-time/product-line optimization of configurations (feature models and sampled benchmarks) rather than post-deployment diagnosis or operator-led troubleshooting of misconfigurations in running systems.,ESEC,European Software Engineering Conference (ESEC),Jeho Oh; Don S. Batory; Margaret Myers; Norbert Siegmund
A148,Using bad learners to find good configurations,Exclude,2017,Exclude,Exclude,,TRUE,The paper focuses on performance optimization (finding the fastest configuration) using,ESEC,European Software Engineering Conference (ESEC),Vivek Nair; Tim Menzies; Norbert Siegmund; Sven Apel
A149,Kmax: finding all configurations of Kbuild makefiles statically,Exclude,2017,Exclude,Exclude,,TRUE,"The paper focuses on static, build-time analysis of Kbuild Makefiles and extraction of variability/feature information for build artifacts (C source files), i.e., a pre-deployment/build-system engineering task for tool authors, not runtime incident diagnosis. It targets developers and variability-analysis tools operating on Makefiles rather than operators diagnosing or repairing misconfigurations in deployed/running systems.",ESEC,European Software Engineering Conference (ESEC),Paul Gazzillo
A150,System performance optimization via design and configuration space exploration,Exclude,2017,Include,Exclude,Exclude,FALSE,"The paper addresses post-deployment tuning of running systems: it learns from job-tracker logs and production cluster traces, plans evaluations on production and AWS clusters, and proposes ML models and heuristic search to auto-configure legacy systems like Hadoop.",ESEC,European Software Engineering Conference (ESEC),Chong Tang
A151,Attributed variability models: outside the comfort zone,Exclude,2017,Exclude,Exclude,,TRUE,"The paper studies attributed variability models in software product lines. Its focus is variability modeling and reasoning beyond traditional feature models, not diagnosis or repair of misconfigurations in deployed systems.",ESEC,European Software Engineering Conference (ESEC),Norbert Siegmund; Stefan Sobernig; Sven Apel
A152,Binary code clone detection across architectures and compiling configurations,Exclude,2017,Exclude,Exclude,,TRUE,"The paper focuses on static and semantic analysis of compiled binaries (ELF files) across different ISAs and compilers, operating on binary artifacts and emulation rather than on runtime configuration files or operator troubleshooting. The actors are reverse-engineering/program-analysis tools and researchers, not system operators diagnosing post-deployment misconfigurations.",ICPC,IEEE International Conference on Program Comprehension,Yikun Hu; Yuanyuan Zhang; Juanru Li; Dawu Gu
A153,CherryPick: Adaptively Unearthing the Best Cloud Configurations for Big Data Analytics,Exclude,2017,Exclude,Exclude,,TRUE,The paper focuses on performance optimization and auto-tuning (finding the optimal cloud,NSDI,Symposium on Network System Design and Implementation,Omid Alipourfard; Hongqiang Harry Liu; Jianshu Chen; Shivaram Venkataraman; Minlan Yu; Ming Zhang
A154,Synthesizing Configuration File Specifications with Association Rule Learning,Include,2017,Include,Include,,TRUE,"The paper studies verification and detection of misconfigurations in real-world deployed configuration files (e.g., MySQL .cnf files collected from GitHub) and reports issues back to repository maintainers, indicating an operator/user-facing, post-deployment troubleshooting focus. It explicitly targets runtime/production misconfigurations (ordering, missing entries, type and fine-grained integer correlation errors) rather than design-time modeling or compile-time checks.",OOPSLA,"Conference on Object-Oriented Programming Systems, Languages, and Applications",Mark Santolucito; Ennan Zhai; Rahul M. Dhodapkar; Aaron Shim; Ružica Piskač
A155,A robust reconfiguration protocol for the dynamic update of component©\based software systems,Exclude,2017,Exclude,Exclude,,TRUE,"The paper explicitly targets runtime/post-deployment dynamic reconfiguration of deployed component-based systems and repeatedly describes actions by administrators/operators (e.g., register/unregister, start/stop, micro-reboot) on modules (JARs/classloaders) and components in production. It studies operational reconfiguration of live systems and managing module/component wiring at runtime, not design-time configuration modeling.",SPE,Software Practice and Experience,Fabienne Boyer; Olivier Gruber; Damien Pous
A156,Configuration Guidance Framework for Molecular Dynamics Simulations in Virtualized Clusters,Exclude,2017,Exclude,Exclude,,TRUE,"The paper addresses aiding cloud users (domain scientists) in selecting VM types, counts, and memory for running molecular dynamics jobs by predicting performance and cost; the work is about pre-execution VM configuration selection and performance modeling rather than diagnosing or repairing misconfigurations in already-deployed/running systems or operational config files.",TSC,IEEE Transactions on Services Computing,Jaeung Han; Changdae Kim; Jaehyuk Huh; Gil-Jin Jang; Young-ri Choi
A157,Tracking Load-Time Configuration Options,Exclude,2017,Exclude,Exclude,,TRUE,"The paper describes a static, developer-focused analysis that extracts a configuration map from Java/Android source/bytecode to help developers understand and refactor code; it operates on code at (build/time or) post-build static analysis rather than describing operator activities diagnosing live production systems. The target actor is developers maintaining implementations of load-time options rather than operators troubleshooting misconfigurations in deployed/running services or config files in production.",TSE,IEEE Transactions on Software Engineering,Max Lillack; Christian Kästner; Eric Bodden
A158,Replication-driven live reconfiguration for fast distributed transaction processing,Exclude,2017,Include,Exclude,Exclude,FALSE,"The paper studies live reconfiguration in running distributed in-memory transaction systems (post-deployment operational stage), describing Monitor/Planner operators that detect imbalance and perform runtime repartitioning and explicitly using real system artifacts (primary/backup replicas, PN/KP mapping tables, log forwarding, and RDMA) in a production/operational context.",USENIX ATC,USENIX Annual Technical Conference,Xingda Wei; Sijie Shen; Rong Chen; Haibo Chen
A159,Gloss: Seamless Live Reconfiguration and Reoptimization of Stream Programs,Exclude,2018,Exclude,Exclude,,TRUE,"The paper studies runtime/post-deployment reconfiguration of distributed stream programs (operators/blobs running in production) and techniques for state transfer and zero-downtime migration, but it does not address diagnosing, localizing, explaining, or repairing misconfigurations encountered by operators in deployed systems.",ASPLOS,Architectural Support for Programming Languages and Operating Systems,Sumanaruban Rajadurai; Jeffrey Bosboom; Weng-Fai Wong; Saman P. Amarasinghe
