Software,Link,Description,Year,Last Modified
Apache httpd,https://serverfault.com/questions/219436/500-error-after-creating-htpasswd-and-edit-htaccess,500 error after creating htpasswd and edit htaccess,2011,2018
Apache httpd,https://serverfault.com/questions/234787/why-apache-throws-403-on-index-file-after-install,Why apache throws 403 on index file after install?,2011,2011
Apache httpd,https://serverfault.com/questions/294725/php-serving-blank-pages-to-1-of-users,PHP serving blank pages to <1% of users,2011,2011
Apache httpd,https://serverfault.com/questions/296997/completely-random-403-errors-despite-explicit-allow-from-all,Completely random 403 errors despite explicit Allow from all,2011,2011
Apache httpd,https://serverfault.com/questions/325889/access-denied-for-php-files-only,Access Denied for PHP Files Only,2011,2017
Apache httpd,https://serverfault.com/questions/229875/install-mod-perl2-on-apache-2-2-14-ubuntu10-04,"module perl_module is already loaded, skipping",2011,2013
Apache httpd,https://serverfault.com/questions/229202/apache2-mod-proxy-in-conjuction-with-mod-rewrite-not-working-as-expected,apache2 mod_proxy in conjuction with mod_rewrite not working as expected,2011,2012
Apache httpd,https://serverfault.com/questions/233607/php-ini-does-not-load,PHP.ini does not load,2011,2011
Apache httpd,http://serverfault.com/questions/218961/mindtouch-broke-my-apache2-virtual-host-configuration,mindtouch broke my apache2 virtual host configuration,2011,2011
Apache httpd,http://serverfault.com/questions/342322/why-isnt-excluding-a-folder-in-mod-rewrite-not-taken-in-account,why isnt excluding a folder in mod rewrite not taken in account,2011,2011
Apache httpd,https://serverfault.com/questions/258848/i-cant-get-ruby-on-rails-passenger-apache-to-work,Can't Get Ruby on Rails + Passenger + Apache to Work,2011,2012
Apache httpd,https://serverfault.com/questions/230253/mixing-subversion-svnparentpath-and-per-repository-configurations,Mixing Subversion °∞SVNParentPath°± and per-repository configurations,2011,2012
Apache httpd,https://serverfault.com/questions/315556/multiple-separate-apache-daemons-on-same-machine,Cannot have a separate apache daemon to run the reverse proxy,2011,2011
Apache httpd,https://serverfault.com/questions/318594/namevirtualhost-12-345-67-89443-has-no-virtualhosts-after-enabling-and-disablin,NameVirtualHost 12.345.67.89:443 has no VirtualHosts after enabling and disabling suexec module,2011,2011
Apache httpd,http://serverfault.com/questions/324219/apache-htaccess-rewriterule-to-remove-trailing-slash-infinite-loop,apache htaccess rewriterule to remove trailing slash infinite loop,2011,2012
Apache httpd,https://stackoverflow.com/questions/6174500/log4j-appenders-for-spring-dependencyinjectiontestexecutionlistener,Log4j appenders for spring DependencyInjectionTestExecutionListener,2011,2011
Apache httpd,https://serverfault.com/questions/229981/how-to-get-html-css-jpg-pages-server-by-both-apache-tomcat-with-mod-jk,Cannot get html/css/jpg pages server by both apache & tomcat with mod_jk,2011,2011
Apache httpd,https://serverfault.com/questions/225201/apache-return-500-error-with-authentication-by-ldap-secure-port-ldaps,Apache return 500 error with authentication by LDAP secure port (ldaps),2011,2011
Apache httpd,https://stackoverflow.com/questions/8309465,Popen does not work anymore with apache/wsgi and python 2.7.2?,2011,2011
Apache httpd,https://stackoverflow.com/questions/5873388/apache-django-client-denied-by-server-configuration-error,"I found a similar question here, but didn't help me. I basically have apache setup on my OS X. I also have Django installed. However, when i try to load the page through the browser locally, i get: Fo...",2011,2011
Apache httpd,https://stackoverflow.com/questions/5894106/apache-authentication-on-root-but-not-on-index-html,"I have setup my httpd.conf to exclude index.html from authentication. It works great for http://mydomain/index.html , but http://mydomain still demands authentication, even though index.html is presen...",2011,2011
Apache httpd,https://stackoverflow.com/questions/5904411/install-and-use-php-for-iis7-windows-7,"I installed Apache, PHP and Apache to be used with PHP. The Apache server was never pointing to localhost, and the localhost always pointed to IIS instead of Apache. Interestingly, I had a seperate we...",2011,2011
Apache httpd,https://stackoverflow.com/questions/5935796/svn-copy-requires-permissions-to-root-of-repository,"I am having a svn repository structure in the below format: scm -- products -- productA --vechiles -- productB Here scm is the root of the repository and productA, productB is under products repositor...",2011,2011
Apache httpd,https://stackoverflow.com/questions/5953803/wamp-server-available-over-wireless-network,This is really starting to piss me off. I feel like I have tried EVERYTHING and nothing seems to work. I have WAMP server2 installed on my main machine (PC running Windows 7). I am using it to develop...,2011,2011
Apache httpd,https://stackoverflow.com/questions/5962975/visual-studio-cant-add-wsdl-resource-in-windows-vista-or-later-through-apache-r,"I am at my wits' end on this one. FYI, I work in infrastructure, not .net development, so I know very little about WCF and next to nothing about Visual Studio as an environment, but I don't think that...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6025735/running-servlets-in-apache-tomcat,"I'm working through the Java Ranch Cattle Drive online tutorials and got up to the Servlets projects. I wanted to install and run Apache instead of Orion, because I wanted to learn a more mainstream H...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6066062/after-apache-basicauth-google-chrome-fails-to-display-page-neterr-socket-not,"Summary: We currently have a directory which is password-protected using the Apache BasicAuth module, via .htaccess and a linked .htpasswd file. For some time, this has functioned without error, howev...",2011,2020
Apache httpd,https://stackoverflow.com/questions/6162196/setting-up-rails-app-on-apache-with-passenger-rails-doesnt-seem-to-load,I am trying to set up Rails on a Ubuntu instance by following along with documentation such as https://help.ubuntu.com/community/RubyOnRails . I am trying to set up the app from the Rails Getting Star...,2011,2011
Apache httpd,https://stackoverflow.com/questions/6325107/php-upload-a-file-to-a-directory-outside-the-webserver-root,"So I have a question for you guys... I am trying to write a web site in PHP that will allow people to upload images to my server. I have the upload part working, so that's not the issue. The issue is ...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6425034/php-cant-find-tmp-directory,I am having problems with functions that create files in the tmp directory such as tmpfile() and tempnam() . They all seem to fail to write to tmp and return false. upload_tmp_dir is set in php ini an...,2011,2018
Apache httpd,https://stackoverflow.com/questions/6449400/no-module-named-os-found-django-mod-wsgi-apache-2-2,"I'm trying to set up apache, mod_wsgi, and django. I'm getting an internal server error with this in my apache error log: [Wed Jun 22 21:31:55 2011] [error] [client ::1] mod_wsgi (pid=2893): Target WS...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6512014/multiple-domains-multiple-vhosts-separate-rails-apps,"I am trying to host multiple different rails apps on the same VPS using multiple domains. I am using Apache 2.2.17 on Ubuntu 10.10. For Apache, I have multiple vhost files so that I can enable and dis...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6559167/access-denied-in-apache-using-django,"I am trying to setup a Django project like explained on AlwaysData , but on my own computer. I'm using ArchLinux. I got an access denied in my error_log when I went to the directory containing the Fas...",2011,2012
Apache httpd,https://stackoverflow.com/questions/6588639/cleaning-up-404-errors-with-301-mod-rewrite-or-a-pretty-solution,"I have multiple web sites for my clients and each client has a directory labelled articles. I just inherited this system and I until I can fix the issue I found, I am looking for stopgap solution, one...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6610644/virtual-hosts-wamp-2-1,I'm trying to set up a virtual host for a project that I need to do. As many tutorials define I activated the virtual host file Include conf/extra/httpd-vhosts.conf Placed a virtual host in te file Do...,2011,2011
Apache httpd,https://stackoverflow.com/questions/6683283/open-basedir-restriction-when-running-script-from-command-line,"I'm learning how to use the command line by requirement for a recent project. I have a script that will be run during a cronjob, and am testing it by hitting it from the command line using Putty. My s...",2011,2020
Apache httpd,https://stackoverflow.com/questions/6759758/get-apache-configuration-from-php-script,Particularly I need to know ErrorLog Apache configuration setting from PHP script to show the latest fatal errors. Can PHP obtain such setting or I need to pass the log path manually?...,2011,2011
Apache httpd,https://stackoverflow.com/questions/6786112/apache-client-denied-by-server-configuration,Hi I have installed apache but i am getting following error in my error log when accessing localhost Apache - client denied by server configuration Please help me to help this Thanks...,2011,2011
Apache httpd,https://stackoverflow.com/questions/6797623/rewriteengine-producing-recursion-altough-ns-nosubreq-is-specified-why,"I have this rewriterule: RewriteRule ^authenticate /id/authenticate.php [NS,QSA] I am getting this error: [Sat Jul 23 05:12:37 2011] [error] [client 62.178.15.161] Request exceeded the limit of 10 int...",2011,2011
Apache httpd,https://stackoverflow.com/questions/6836803/is-there-a-way-in-php-to-output-the-error-log-defined-in-the-apache-configuratio,"I created a PHP script to read the error log file in a customized visual format, but right now, I have the path to the error log file hard-coded in, which works fine for me, but I would like to find o...",2011,2012
Apache httpd,https://stackoverflow.com/questions/6856374/handling-log-and-configuration-files-when-load-balancing-apache,"So, I am currently rebuilding my web platform from a single-machine to a cluster of machines, and I will be using Apache load balancing to do this., but I have two questions that I need a good answer ...",2011,2012
Apache httpd,https://stackoverflow.com/questions/6918099/setting-up-localhost-urls-to-subfolders,"I have a Mac running Lion. Before I did a clean install of Lion, I had a system setup where http://localhost/ went to my ""Users/username/Sites"" directory and http://localhost/db/ went to my ""Users/use...",2011,2011
Apache httpd,http://serverfault.com/questions/407875/how-to-diagnose-dns-virtual-domain-404s,how to diagnose dns virtual domain 404s,2012,2012
Apache httpd,http://serverfault.com/questions/367970/virtual-domain-redirection-working-only-partially-with-apache-2-2,virtual domain redirection working only partially with apache 2 2,2012,2012
Apache httpd,http://serverfault.com/questions/438726/apache-permission-denied-on-fedora-17-ec2-instance,apache permission denied on fedora 17 ec2 instance,2012,2012
Apache httpd,https://serverfault.com/questions/403369/getting-internal-server-error-after-updating-server-config-via-whm,Getting internal server error after updating server config via WHM,2012,2013
Apache httpd,https://serverfault.com/questions/418547/apache-mod-fastcgi,Apache mod_fastcgi,2012,2012
Apache httpd,https://serverfault.com/questions/393159/wildcard-dns-non-existent-subdomains-point-to-main-website,"Wildcard dns, non-existent subdomains point to main website",2012,2012
Apache httpd,https://serverfault.com/questions/414411/session-cache-is-not-configured-why,Session Cache is not configured°≠ why?,2012,2021
Apache httpd,https://serverfault.com/questions/431832/why-am-i-getting-network-error-403-forbidden-in-firebug-for-files-i-am-not-tryi,Why am I getting Network error: 403 Forbidden in firebug for files I am not trying to access?,2012,2016
Apache httpd,https://serverfault.com/questions/440728/unable-to-upload-to-tmp-directory,Unable to upload to tmp directory,2012,2012
Apache httpd,http://serverfault.com/questions/356391/setting-up-virtualhost-on-osx-10-7-lion,setting up virtualhost on osx 10 7 lion,2012,2012
Apache httpd,http://serverfault.com/questions/362182/changing-the-default-apache-port-doesnt-work,changing the default apache port doesnt work,2012,2019
Apache httpd,https://serverfault.com/questions/446510/apache-php-via-fastcgi,The requested URL was not found on this server,2012,2012
Apache httpd,https://serverfault.com/questions/418101/apache-client-denied-by-server-configuration-despite-allowing-access-to-direc,Client denied by server configuration: /home/remix/,2012,2020
Apache httpd,https://serverfault.com/questions/383946/apache-crashes-when-php-mysql-dll-is-loaded,apache crashes when php_mysql.dll is loaded,2012,2012
Apache httpd,https://serverfault.com/questions/370499/need-apache-configuration-fixed,Need Apache configuration fixed,2012,2012
Apache httpd,https://serverfault.com/questions/365621/multiple-error-log-locations-for-apache,Cannot specify Multiple error_log locations for Apache,2012,2012
Apache httpd,https://serverfault.com/questions/385414/apache-httpd-send-error-logs-to-syslog-and-local-disk-without-touching-etc-sy,Cannot make Apache errors logs written to the local disk and sent to syslog,2012,2014
Apache httpd,https://serverfault.com/questions/402630/http-error-413-request-entity-too-large,HTTP Error: 413 Request Entity Too Large,2012,2022
Apache httpd,http://serverfault.com/questions/404162/ec2-apache-server-giving-some-old-browsers-a-self-signed-certificate,ec2 apache server giving some old browsers a self signed certificate,2012,2012
Apache httpd,http://serverfault.com/questions/427396/htaccess-does-not-ask-the-password,htaccess does not ask the password,2012,2018
Apache httpd,http://serverfault.com/questions/376466/apache-virtualhost-entry-with-windows-hostname,apache virtualhost entry with windows hostname,2012,2012
Apache httpd,https://serverfault.com/questions/418101/apache-client-denied-by-server-configuration-despite-allowing-access-to-direc,"Apache °∞Client denied by server configuration°±, despite allowing access to directory (vhost configuration)",2012,2020
Apache httpd,https://serverfault.com/questions/368100/displaying-custom-error-pages-on-different-virtualhosts-in-apache,Cannot display custom error pages on different VirtualHosts in Apache,2012,2015
Apache httpd,https://serverfault.com/questions/393733/openssl-0-9-on-centos-not-generating-ssl-cert-correctly,OpenSSL 0.9 on CentOS Not Generating SSL Cert Correctly,2012,2012
Apache httpd,https://stackoverflow.com/questions/10873295,"Error message ""Forbidden You don't have permission to access / on this server"" [closed]",2012,2022
Apache httpd,https://serverfault.com/questions/390779/500-internal-server-error-when-setting-up-apache-on-localhost,500 Internal Server Error when setting up Apache on localhost,2012,2012
Apache httpd,https://stackoverflow.com/questions/8766463/apache-locationmatch-and-basic-auth,"Is there any way to get matched substring from LocationMatch and use it as part of configuration? I have several similar sites that uses apache Basic auth and want to check against ""sitename"".passwd f...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8784462/apache-allow-deny-ip-regex,"I have an interesting problem. My company is hosting a small application server for a client, and they want to restrict access to only a few IPs. The client is a large company with many divisions, and...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8787379/server-and-client-side-programming-language-and-frameworks-to-use-in-embedded-sy,"I am going to implement an easy-to-use and eye-catching graphical user interface for management and configuration of an ethernet switch which has a flash (of just 16 MB) mounted in it, which will have...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8789350/php-project-linux-configuration,I hope this is the right place to ask. Here is my scenario for developing php project: I have 2 machines. One with Linux(ubuntu) and one with Windows 7 connected via local network. Linux is my apache ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8814659/how-do-configure-and-access-up-my-subversion-repository-after-i-install-subversi,I successfully installed subversion on my server. When I run the command: which svn I get the response: /usr/bin/svn I create a repository inside my root directory which is my httpdocs folder with the...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8815403/trouble-installing-mod-mono-on-mac-osx-lion,"There is another question regarding installing mod_mono on OSX, but I'm going to assume that was before Lion came about, which had some breaking changes for developers (like python versions). I've fol...",2012,2017
Apache httpd,https://stackoverflow.com/questions/8829356/is-the-application-a-reserved-word-in-the-escapetool,"Recently, I use apache velocity for view template in spring framework, and in order to escape the HTML entity, I introduced the ""org.apache.velocity.tools.generic.EscapeTool"", however, then I found th...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8834403/apache-and-iis-sharing-same-ssl-certificate,I have two applications (PHP and .NET) working on the same machine but different servers (one on Apache and one on IIS). I also have SSL certificate used by PHP application. I would like my .NET app t...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8847923/how-can-i-implement-something-like-apache-reload-in-java,"I have written a server application but I want to be able to edit the server's configuration while it is running and reload it into the server's memory without restarting, is there any way to do this ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8857046/cannot-access-files-in-specific-folder,"I'm running WampServer2 on a Windows 7 box, and I can't seem to access assets from a specific folder. To be more specific, when I try to access the file in: [application path]/app/plugins/my_plugin/as...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8873902/apache-rewriting-without-mod-rewrite,"How can Apache be rewriting URLs without mod_rewrite enabled or configured? I'm working on a site redesign from my development server. I was using a directory structure for site sections, but I am con...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8888988/zend-function-returns-with-a-bad-encoding-after-apache-update,"I updated today my Apache on my debian/Lenny to the 2.2.9 version and for some reason the encoding is not right anymore. I use UTF-8 on all my pages and a lot of javascript to do some ajax, I do that ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8892934/apache-configuration-performance-for-django,I have a single Django-project on standard webfaction plan (256mb ram). The average loading time of my website is about 4 seconds. I configured most of the performance tweaks regarding Django (caching...,2012,2015
Apache httpd,https://stackoverflow.com/questions/8904409/running-node-js-on-a-port-other-than-port-80,"I have an apache web server running on my ubuntu server box. Recently, I was attempting to learn JavaScript and I stumbled upon node.js. I'd like to create a few web application multiplayer games and ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8908399/multiple-domains-all-incorrectly-point-to-the-same-virtualhost-with-django-wsgi,I'm running Django using wsgi. I have two domains and one sub domain pointing to three seperate apache2 virtual hosts. For some (probably very obvious) reason each domain is landing to the same site (...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8908576/why-does-plays-apache-conf-guide-recommend-using-proxypreservehost,"Play Framework's apache config ""guide"" suggests including in Apache's config: ProxyPreserveHost On Why is that? Why is it useful? From Apache's documentation : When enabled, this option will pass the ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8923997/exif-read-data-working-in-terminal-not-webserver-why,I've build a small image gallery template for my personal needs and wanted to generate some of the content using the exif_read_data() function. My PHP file works in the terminal... but accessing the w...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8942702/can-i-execute-a-shell-script-when-restarting-starting-apache-webserver,I have an application with some cacheing backend and I want to clear the cacheing whenever the webserver is been restarted. Is there a apache configuration directive or any other way to execute a shel...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8943421/cannot-import-module,I have created a python web app with this directory structure: # cd /usr/local/www/myapp modules layout __init__.py layout.py packages public myapp.wsgi I have set my PYTHONPATH to: /usr/local/www/mya...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8967698/videos-not-playing-in-flowplayer-after-configuring-mod-deflate,I configured Apache/2.2.17 server on Windows 7 with mod deflate configured in .htaccess as SetOutputFilter DEFLATE SetEnvIfNoCase Request_URI \.(?:gif|jpe?g|png)$ \ no-gzip dont-vary SetEnvIfNoCase Re...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8970970/how-can-i-tell-apache-to-serve-these-files-for-a-django-app,I have this configuration in at the end of my httpd.conf: SetHandler python-program PythonHandler django.core.handlers.modpython SetEnv DJANGO_SETTINGS_MODULE myapp.settings PythonOption django.root /...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8972127/how-can-i-protect-a-tomcat-webapp-thats-reverse-proxied-in-an-apache2-virtual-h,I'm having trouble figuring out how to adding basic HTTP authentication to password-protect a development testing environment running on a production web server. Both the main site and the testing env...,2012,2017
Apache httpd,https://stackoverflow.com/questions/8985444/wamp-install-issues-403-forbidden,"I've installed WAMP successfully and it works as expected until I've tried to use it with a Dropbox folder, having followed a tutorial. Owing to that challenge, I've uninstalled, deleted all the files...",2012,2016
Apache httpd,https://stackoverflow.com/questions/8990378/why-rewriterule-in-htaccess-does-not-have-effect,Apache web server is running under Windows 7 professional. Apache version is Apache/2.2.17 (Win32) PHP/5.3.8. mod_rewrite is loaded according to phpinfo() . tag contains RewriteLog and RewriteLogLevel...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9005172/can-i-separate-all-http-headers-with-a-comma-even-authorization,"I am reading through the HTTP 1.1 RFCs and I am not able to answer the following question. We have this header: Authorization: Basic Qmxvb21iZXJnOnRjbG1lU1JT, Basic which is causing troubles because R...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9015934/proxypassreverse-to-tomcat-adding-path-to-url,I'm running Railo 3 in Tomcat 6.0.32. The tomcat server is fronted by Apache 2.2.20. Tomcat and Apache are pre built binaries from openCSW. Railo is just the latest build war deployed in tomcat's auto...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9016504/apache-setenv-not-working-as-expected-with-mod-wsgi,"In a flask application I wrote, I make use of an external library which can be configured using environment variables. Note: I wrote this external library myself. So I could make changes if necessary....",2012,2012
Apache httpd,https://stackoverflow.com/questions/9017747/ispconfig-3-a-ninja-sets-my-open-basedir,"I have a PHP library that I'd like to share to several vhosts on my server, but the open_basedir directive is causing troubles. I use ISPConfig 3 to manage the sites. PHP Warning : include(): open_bas...",2012,2015
Apache httpd,https://stackoverflow.com/questions/9038141/php-extension-works-from-command-line-but-not-in-httpd-apache-server,"I'm getting the strangest problem with my PHP extension. When I use it from the command line, like so: php -r '$mc = new MyClass(""foo""); echo $mc->getField();' it prints out ""foo"" as expected. However...",2012,2022
Apache httpd,https://stackoverflow.com/questions/9039710/how-to-make-apache-mod-deflate-and-transfer-encoding-chunked-work-together,I am trying to use the bigpipe concept on our website. That means trying to send the response in chunks instead of sending it as a whole so that user feels that page is fast. I am successful in doing ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9047369/mod-wsgi-django-and-apache-not-working-correctly,Configuration : Application location: /home/cha0s/hello Wsgi file directory: /home/cha0s/hello/apache/django.wsgi django.wsgi import os import sys path = '/home/cha0s/hello' if path not in sys.path: s...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9047984/access-php-browscap-outside-web-directory-fastcgi,I am looking at enabling FastCGI to handle PHP execution on all of my domains. I tried it the other day and ran into one problem with my PHP configuration. I currently have a php-browscap.ini located ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9069069/how-can-i-increase-the-amount-of-time-apache-waits-before-timing-out-an-http-req,"Occasionally when a user tries to connect to the myPHP web interface on one of our web servers, the request will time out before they're prompted to login. Is the timeout time configured on the server...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9070995/html5-server-sent-events-prototyping-ambiguous-error-and-repeated-polling,"I'm trying to get to grips with Server-Side Events as they fit my requirements perfectly and seem like they should be simple to implement, however I can't get past a vague error and what looks like th...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9071976/chef-api-server-behind-apache-reverse-http-proxy-returns-http-instead-of-https-l,"I have a chef server running on a machine (listening on port 4000), and I'd like to access it over SSL. I've set up an Apache reverse proxy to do so (listening on port 4001). The Apache setup looks li...",2012,2012
Apache httpd,https://stackoverflow.com/questions/10067276/header-add-content-disposition-attachment-causes-internal-server-error,"As the builtin browser of my ebook-reader (Sony PRS-T1) is quite stupid and wants to open .epub files as text-files instead of downloading them, I tried to force the browser to download the .epub file...",2012,2013
Apache httpd,https://stackoverflow.com/questions/10743577/redmine-2-on-hostmonster-apache-fcgi-rails-application-failed-to-start-properly,I have followed install instructions until configuration section to install redmine 2 on hostmonster. When running domain.com/redmine I have always 500 error Rails application failed to start properly...,2012,2015
Apache httpd,https://stackoverflow.com/questions/10828601/why-the-following-apache-htaccess-code-does-not-return-me-my-page,"I have requested a url ""http://mydomain/testscripts/php_Env"" I have a file php_Env.php in my testscripts folder.. My htaccess is as follows RewriteEngine On # Turn on the rewriting engine RewriteCond ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/11037383/django-apache-mod-wsgi-fails-when-debug-false,"I'm trying to practise deploying a django application that is being developed. i've updated it to work with django 1.3, and everything works in debug mode. as soon as i switch DEBUG in settings to Fal...",2012,2012
Apache httpd,https://stackoverflow.com/questions/11492683/django-apache-mod-wsgi-no-module-named-importlib,"After working with django's dev server for the past two months, the time finally came to move to apache + mod_wsgi. The problem is when I go to my site (let's call it junux), to the URL mapped to the ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/11906220/does-a-gateway-interface-of-cgi-1-1-indicate-a-wsgi-misconfiguration,I have the following lines in the config file for my Apache virtual host: DocumentRoot /home/jordan/webprojects/wsgihello/web WSGIDaemonProcess wsgihello processes=4 threads=15 display-name=%{GROUP} W...,2012,2012
Apache httpd,https://stackoverflow.com/questions/12002987/write-htaccess-file-to-prevent-cache-in-folder-and-subfolders,"I want to edit my .htaccess to prevent the current folder plus all subfolders to cache content. The site contains html, images, swf, xml files. I tried this, but the server did not like that. Header s...",2012,2012
Apache httpd,https://stackoverflow.com/questions/12402525/apache-james-stmp-flooding,I want to use James as a relay to handle incoming email and put them in a system through webservice. It works fine. BUT I want to handle an eventual flood created by a misconfiguration of the program ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/13415762/getting-500-internal-server-error-in-laravel,I am new to laravel . I am trying to configure laravel accoring to tutorial https://github.com/jasonlewis/laravel-blog/wiki/Creating-a-simple-blog-in-Laravel-3 . I have created admin folder but when I...,2012,2013
Apache httpd,https://stackoverflow.com/questions/13873071/keepalive-directive-in-htaccess,"I included this directive in the root .htaccess file: KeepAliveTimeout 3 Now I am getting this error message ""Internal Server Error The server encountered an internal error or misconfiguration and was...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8724671/how-to-setup-play-on-a-sub-directory-behind-an-apache-reverse-proxy,"I have an Apache 2 frontend, that serves two kinds of requests: Requests to the root folder (e.g. http://mysite.com/ and http://mysite.com/help ) are served by the apache itself (PHP/Wordpress). Speci...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8737432/missing-var-directory-after-apache-httpd-installation,I installed apache httpd on my linux vm and wanted to start it's service. BUt I'm getting error (13)Permission denied. Error retrieving pid file run/httpd.pid I realised that I do not have this file. ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8742065/nested-http-basic-authentication,Is there any way to have a reverse proxy using http basic Authentication in front of a REST API which also uses http basic Authentication with different username and passwords? The reverse proxy is Ap...,2012,2012
Apache httpd,https://stackoverflow.com/questions/8793480/use-apache-tiles,"Good afternoon in my timezone. I am working on a project that is in production for over one year, the application server is running the J2EE 1.3 version.Now i am trying to use the apache tiles framewo...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8811331/java-load-balancing-options,"Rather than reinvent the wheel, I'd like to utilize an open source load balancer for my Java backend. I'll be using GlassFish as the app server (running an EAR ), and each app server will most likely ...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8828747/install-wordpress-in-rails-public-directory,"I'm trying to install wordpress in my rails app. I downloaded and configure wordpress in my rails/public directory. I also configured wp.config file mysql info. However, after apache restart app/blog/...",2012,2012
Apache httpd,https://stackoverflow.com/questions/8850297/kloxo-apache-config-template,"I'm using Kloxo control panel. And if an account is created through kloxo, It creates a domain config includes virtual host of the created domains and another strings in path : /home/apache/conf/domai...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9500598/apache-not-serving-django-admin-static-files,Let me thanks you guys at the Stack Overflow community for helping me with various Django and Apache (with mod_wsgi) errors. I've asked about 5 related questions so far and now I'm getting closer and ...,2012,2017
Apache httpd,https://stackoverflow.com/questions/9519266/apache-https-does-not-work-but-http-works,SPEC Apache 2.x tomcat 6.0 jdk1.6 win os 7 The Load balancing with following config in http works as per worker2.properties file #In httpd.conf #Karthik LoadModule jk_module modules/mod_jk.so Include ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9580026/while-intsalling-cakephp-on-ububtu-11-10-give-rewrite-module-error,I am attempting to install cakephp-1.3 on Ubuntu 11.10. I have finished all the required changes in the configuration file as mention in http://book.cakephp.org . It shows all database connections as ...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9594970/allow-from-all-and-options-indexes-is-illegal-option,I have this .htaccess configuration allow from all Options ‚ÄìIndexes and I want is the my web clients can access my resources in that folder but they can't do a directory listing... did i went to somet...,2012,2012
Apache httpd,https://stackoverflow.com/questions/9715468/apache-1-timeout-reading-large-xml-file,Using an opencart plugin I am getting these errors in my apache error log Read POST information timed out (22)Invalid argument: client stopped connection before rvputs completed I just wanted to verif...,2012,2017
Apache httpd,https://stackoverflow.com/questions/9744359/http-post-from-android-to-wampserver-client-denied-by-server-configuration,"I implemented an HTTP Post from my Android application to Wampserver a while ago, tested it at the time and it worked perfectly. I've come back to it because I've integrated into another application a...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9766684/rewriterule-doesnt-work-when-it-should-why,"I want clean urls and my RewriteRule looks like this: RewriteRule ^articles/([A-Z0-9-]+) /articles/index.php?slug=$1&%{QUERY_STRING} [PT,L] which works fine but I also want lower case letters to be ha...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9827223/apache-php-configuration-troubles,"I think I might have touched something wrong in my server configuration (tinkered with a LOT of things to get some weird software running) and now phpMyAdmin is acting up. First it gave me that ""Error...",2012,2012
Apache httpd,https://stackoverflow.com/questions/9845330/luracast-restler-htaccess-not-rewriting-requests-with-mod-rewrite-enabled,"I'm developing an API using Luracast Restler library. All I'm looking for is to have the index.php to be ""hidden"" from my URLs in order to keep within RESTful API standards. NOTE!: yes I have mod_rewr...",2012,2012
Apache httpd,https://stackoverflow.com/questions/10673866/ensuring-a-test-case-can-delete-the-temporary-directory-it-created,"(Platform: Linux, specifically Fedora and Red Hat Enterprise Linux 6) I have an integration test written in Python that does the following: creates a temporary directory tells a web service (running u...",2012,2017
Apache httpd,http://serverfault.com/questions/511615/why-does-my-rewritecond-match-even-though-the-pattern-clearly-doesnt-match,why does my rewritecond match even though the pattern clearly doesnt match,2013,2013
